key	COM	CDT	CBL	CDL	CNT	TWV	TWV-genre	TWV-work	OPR	OTL	OMD	OMV	ODT	AST	AGN	AMT	AIN	RTL1	RPN1	RMM1	RC#1	RRD1	RLC1	RDT1	RT#1	RTL2	RPN2	RMM2	RC#2	RRD2	RLC2	RDT2	RT#2	RTL3	RPN3	RMM3	RC#3	RRD3	RLC3	RDT3	RT#3
tele-41-A6-Sol-All-4-Violin	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A6	41	A6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 7	Allegro	4	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Violin	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G9-Sol-Can-1-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G9	41	G9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 8	Cantabile	1	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G9-Sol-All-2-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G9	41	G9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 8	Allegro	2	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G9-Sol-Aff-3-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G9	41	G9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 8	Affettuoso	3	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G9-Sol-All-4-Flute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G9	41	G9	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 8	Allegro	4	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Transverse flute	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e5-Sol-Can-1-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e5	41	e5	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 9	Cantabile	1	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e5-Sol-All-2-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e5	41	e5	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 9	Allegro	2	ca. 1740	Late Baroque	Baroque sonata	Compound duple	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e5-Sol-Rec-3-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e5	41	e5	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 9	Recitativo	3	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e5-Sol-Viv-4-Viol	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e5	41	e5	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 9	Vivace	4	ca. 1740	Late Baroque	Baroque sonata	Simple triple or Compound one	Viola da gamba	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-C5-Sol-Ada-1-Flauto	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:C5	41	C5	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 10	Adagio	1	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Flauto dolce	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-C5-Sol-Lar-2-Flauto	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:C5	41	C5	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 10	Larghetto	2	ca. 1740	Late Baroque	Baroque sonata	Compound duple	Flauto dolce	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-C5-Sol-Viv-3-Flauto	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:C5	41	C5	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 10	Vivace	3	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Flauto dolce	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e6-Sol-Lar-1-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e6	41	e6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 11	Largo	1	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e6-Sol-All-2-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e6	41	e6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 11	Allegro	2	ca. 1740	Late Baroque	Baroque sonata	Simple quadruple	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e6-Sol-Gra-3-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e6	41	e6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 11	Grave	3	ca. 1740	Late Baroque	Baroque sonata	Simple triple	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e6-Sol-Viv-4-Oboe	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e6	41	e6	Essercizii musici overo dodeci soli e dodeci trii a diversi stromenti	Solo 11	Vivace	4	ca. 1740	Late Baroque	Baroque sonata	Simple triple or Compound one	Oboe	Georg Philipp Telemann: Essercizii Musici overo Dodeci Soli e Dodeci Trii à diversi stromenti, Vol 2	Battalia	Alba	ABCD181	1 January 2004	Porvoo Cathedral, Porvoo, Finland	2000–2002	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-g3-Son-Ada-1-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:g3	41	g3	Sonate metodiche a violino solo o flauto traverso	Sonata 1	Adagio	1	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	24	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	1	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-g3-Son-Viv-2-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:g3	41	g3	Sonate metodiche a violino solo o flauto traverso	Sonata 1	Vivace	2	1728	Late Baroque	Baroque sonata	Compound duple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	25	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	2	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-g3-Son-Gra-3-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:g3	41	g3	Sonate metodiche a violino solo o flauto traverso	Sonata 1	Grave	3	1728	Late Baroque	Baroque sonata	Simple triple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	26	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	3	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-g3-Son-All-4-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:g3	41	g3	Sonate metodiche a violino solo o flauto traverso	Sonata 1	Allegro	4	1728	Late Baroque	Baroque sonata	Simple duple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	27	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	4	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-A3-Son-Ada-1-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A3	41	A3	Sonate metodiche a violino solo o flauto traverso	Sonata 2	Adagio	1	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	1	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	5	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-A3-Son-Viv-2-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A3	41	A3	Sonate metodiche a violino solo o flauto traverso	Sonata 2	Vivace	2	1728	Late Baroque	Baroque sonata	Compound quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	2	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	6	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-A3-Son-Cor-3-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A3	41	A3	Sonate metodiche a violino solo o flauto traverso	Sonata 2	Cortesemente	3	1728	Late Baroque	Baroque sonata	Simple duple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	3	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	7	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-A3-Son-Viv-4-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:A3	41	A3	Sonate metodiche a violino solo o flauto traverso	Sonata 2	Vivace	4	1728	Late Baroque	Baroque sonata	Simple triple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	4	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	8	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e2-Son-Gra-1-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e2	41	e2	Sonate metodiche a violino solo o flauto traverso	Sonata 3	Grave	1	1728	Late Baroque	Baroque sonata	Simple triple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	5	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	9	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e2-Son-Viv-2-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e2	41	e2	Sonate metodiche a violino solo o flauto traverso	Sonata 3	Vivace	2	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	6	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	10	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e2-Son-Cun-3-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e2	41	e2	Sonate metodiche a violino solo o flauto traverso	Sonata 3	Cunando	3	1728	Late Baroque	Baroque sonata	Compound duple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	7	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	11	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-e2-Son-Viv-4-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:e2	41	e2	Sonate metodiche a violino solo o flauto traverso	Sonata 3	Vivace	4	1728	Late Baroque	Baroque sonata	Simple triple or Compound one	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	8	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	12	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D3-Son-And-1-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D3	41	D3	Sonate metodiche a violino solo o flauto traverso	Sonata 4	Andante	1	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	20	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	13	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D3-Son-Pre-2-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D3	41	D3	Sonate metodiche a violino solo o flauto traverso	Sonata 4	Presto	2	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	21	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	14	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D3-Son-Con-3-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D3	41	D3	Sonate metodiche a violino solo o flauto traverso	Sonata 4	Con tenerezza	3	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	22	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	15	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-D3-Son-All-4-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:D3	41	D3	Sonate metodiche a violino solo o flauto traverso	Sonata 4	Allegro	4	1728	Late Baroque	Baroque sonata	Compound quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	23	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	16	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a2-Son-Lar-1-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a2	41	a2	Sonate metodiche a violino solo o flauto traverso	Sonata 5	Largo	1	1728	Late Baroque	Baroque sonata	Compound duple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	16	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	17	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a2-Son-All-2-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a2	41	a2	Sonate metodiche a violino solo o flauto traverso	Sonata 5	Allegro	2	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	17	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	18	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a2-Son-Ond-3-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a2	41	a2	Sonate metodiche a violino solo o flauto traverso	Sonata 5	Ondeggiando	3	1728	Late Baroque	Baroque sonata	Simple triple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	18	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	19	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-a2-Son-All-4-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:a2	41	a2	Sonate metodiche a violino solo o flauto traverso	Sonata 5	Allegro	4	1728	Late Baroque	Baroque sonata	Simple duple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	19	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	20	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G4-Son-Can-1-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G4	41	G4	Sonate metodiche a violino solo o flauto traverso	Sonata 6	Cantabile	1	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	19	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	21	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G4-Son-Viv-2-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G4	41	G4	Sonate metodiche a violino solo o flauto traverso	Sonata 6	Vivace	2	1728	Late Baroque	Baroque sonata	Compound duple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	20	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	22	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G4-Son-Mes-3-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G4	41	G4	Sonate metodiche a violino solo o flauto traverso	Sonata 6	Mesto	3	1728	Late Baroque	Baroque sonata	Simple quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	21	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	23	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-G4-Son-Spi-4-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:G4	41	G4	Sonate metodiche a violino solo o flauto traverso	Sonata 6	Spirituoso	4	1728	Late Baroque	Baroque sonata	Simple triple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	22	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	24	NA	NA	NA	NA	NA	NA	NA	NA
tele-41-h3-Son-Sic-1-ViolinOrFlute	Telemann, Georg Philipp	1681/03/14-1767/06/25	Magdeburg	Hamburg	German	41:h3	41	h3	Sonate metodiche a violino solo o flauto traverso	Sonata 7	Siciliana	1	1732	Late Baroque	Baroque sonata	Compound quadruple	Violin or transverse flute	Telemann: 12 Sonate metodiche	Brüggen, Frans; Vries, Han de; Bylsma, Anner; Leonhardt, Gustav; The Boston Museum Trio	Sony Classical	886446529707	5 September 1997	Unknown	Unknown	6	Telemann <<Sonate Metodiche>>	Kuijken, Barthold; Kuijken, Wieland; Kohnen, Robert	Accent	ACC94104	1 January 1994	Unknown	Unknown	1	NA	NA	NA	NA	NA	NA	NA	NA
